country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","31-03-2025 00:00:00",27.215415,77.50873,PM10,80,170,109
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","31-03-2025 00:00:00",25.339605,74.618883,CO,8,72,36
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","31-03-2025 00:00:00",23.555190,74.440010,NH3,4,10,6
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","31-03-2025 00:00:00",23.555190,74.440010,SO2,16,38,25
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","31-03-2025 00:00:00",25.106006,76.469948,NO2,6,87,32
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","31-03-2025 00:00:00",25.106006,76.469948,NH3,2,6,3
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","31-03-2025 00:00:00","30.736056 ",76.209694,NH3,7,7,7
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","31-03-2025 00:00:00",30.9028,75.8086,PM2.5,105,137,118
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","31-03-2025 00:00:00",30.9028,75.8086,OZONE,6,33,11
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","31-03-2025 00:00:00",28.194909,76.862296,PM10,78,233,106
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","31-03-2025 00:00:00",28.207266,76.829265,NH3,8,11,9
India,Punjab,Patiala,"Model Town, Patiala - PPCB","31-03-2025 00:00:00",30.349388,76.366642,CO,15,46,39
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","31-03-2025 00:00:00",26.470859,74.646594,PM2.5,34,207,77
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","31-03-2025 00:00:00",26.895552,76.334753,CO,37,110,74
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","31-03-2025 00:00:00",26.699557,77.898881,NO2,8,70,26
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","31-03-2025 00:00:00",27.554793,76.611536,CO,44,98,67
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","31-03-2025 00:00:00",23.555190,74.440010,NO2,9,109,35
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","31-03-2025 00:00:00",26.9502929,75.730943,PM2.5,41,103,71
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","31-03-2025 00:00:00",26.9502929,75.730943,NH3,4,14,6
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","31-03-2025 00:00:00",26.9502929,75.730943,SO2,10,23,17
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","31-03-2025 00:00:00",26.912329,70.909168,SO2,1,11,3
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","31-03-2025 00:00:00",25.344694,72.626208,SO2,4,13,6
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","31-03-2025 00:00:00",24.588397,76.172782,PM2.5,4,168,71
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","31-03-2025 00:00:00",24.588397,76.172782,NH3,4,7,5
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","31-03-2025 00:00:00",26.902909,75.836858,NH3,4,27,8
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","31-03-2025 00:00:00",26.843698,75.766894,OZONE,10,124,50
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","31-03-2025 00:00:00",26.9164092,75.7994901,PM2.5,37,92,67
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","31-03-2025 00:00:00",26.9164092,75.7994901,NH3,2,43,9
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","31-03-2025 00:00:00",26.786682,75.827928,NH3,1,3,3
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","31-03-2025 00:00:00",26.786682,75.827928,SO2,1,3,2
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","31-03-2025 00:00:00",26.215415,73.070156,NO2,8,102,39
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","31-03-2025 00:00:00",26.215415,73.070156,NH3,3,20,9
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","31-03-2025 00:00:00",26.215415,73.070156,OZONE,17,94,61
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","31-03-2025 00:00:00",26.358805,73.047444,PM2.5,2,72,21
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","31-03-2025 00:00:00",26.358805,73.047444,SO2,3,28,7
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","31-03-2025 00:00:00",26.506177,77.025989,OZONE,2,145,77
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","31-03-2025 00:00:00",27.213494,73.734444,NO2,5,115,29
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","31-03-2025 00:00:00",27.213494,73.734444,CO,12,66,33
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","31-03-2025 00:00:00",25.771061," 73.340227",NO2,20,35,26
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","31-03-2025 00:00:00",26.295810,73.082283,SO2,3,17,6
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","31-03-2025 00:00:00",26.295810,73.082283,OZONE,1,65,30
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","31-03-2025 00:00:00",26.215415,73.070156,PM2.5,8,384,92
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","31-03-2025 00:00:00",25.164090,75.858137,NH3,3,7,5
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","31-03-2025 00:00:00",25.164090,75.858137,CO,12,114,66
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","31-03-2025 00:00:00",25.196024,75.855668,NO2,9,107,44
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","31-03-2025 00:00:00",25.196024,75.855668,CO,16,100,45
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","31-03-2025 00:00:00",24.041198,74.780702,SO2,2,7,4
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","31-03-2025 00:00:00",26.268249,73.0193853,CO,10,163,61
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","31-03-2025 00:00:00",29.931624,73.864511,SO2,3,12,6
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","31-03-2025 00:00:00",26.159933,75.780517,SO2,1,12,4
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","31-03-2025 00:00:00",26.159933,75.780517,CO,12,106,57
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","31-03-2025 00:00:00",24.5886166,73.6321397,NH3,6,7,6
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","31-03-2025 00:00:00",24.885261,72.857549,SO2,2,10,5
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","31-03-2025 00:00:00",29.931624,73.864511,PM2.5,10,310,78
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","31-03-2025 00:00:00",24.5886166,73.6321397,SO2,1,17,8
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","31-03-2025 00:00:00",27.338530,88.614099,NH3,1,1,1
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","31-03-2025 00:00:00",12.9533,80.2357,NO2,3,8,5
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","31-03-2025 00:00:00",12.9533,80.2357,SO2,1,13,6
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","31-03-2025 00:00:00",13.1036,80.2909,NH3,2,4,3
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,PM2.5,14,20,16
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,SO2,15,16,15
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-03-2025 00:00:00",13.1662,80.2584,NO2,3,6,5
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-03-2025 00:00:00",13.1662,80.2584,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","31-03-2025 00:00:00",13.0052189,80.2398125,SO2,8,10,8
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","31-03-2025 00:00:00",25.036360,73.883502,CO,10,101,49
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","31-03-2025 00:00:00",13.164544,80.26285,PM2.5,26,66,42
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","31-03-2025 00:00:00",8.728442,77.6962,OZONE,6,7,6
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","31-03-2025 00:00:00",11.0973603,77.3228673,PM10,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","31-03-2025 00:00:00",11.0973603,77.3228673,SO2,NA,NA,NA
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","31-03-2025 00:00:00",12.909494,79.131861,CO,16,16,16
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","31-03-2025 00:00:00",9.559382,77.948828,SO2,18,19,19
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","31-03-2025 00:00:00",17.540891,78.358528,NO2,20,69,44
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","31-03-2025 00:00:00",17.460103,78.334361,PM2.5,40,70,56
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","31-03-2025 00:00:00",10.423417,78.784889,NO2,13,29,18
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","31-03-2025 00:00:00",10.423417,78.784889,NH3,2,3,3
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","31-03-2025 00:00:00",9.36399,78.831977,PM2.5,44,113,60
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","31-03-2025 00:00:00",9.36399,78.831977,OZONE,11,14,12
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","31-03-2025 00:00:00",11.679111,78.125052,NO2,12,13,12
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,PM10,40,68,53
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","31-03-2025 00:00:00","8.816428 ",78.099039,SO2,11,18,15
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","31-03-2025 00:00:00",10.830158,78.691849,PM10,58,101,71
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","31-03-2025 00:00:00",10.830158,78.691849,CO,6,102,28
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","31-03-2025 00:00:00",8.728442,77.6962,PM2.5,7,35,19
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","31-03-2025 00:00:00",11.6829898,79.7532099,PM2.5,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","31-03-2025 00:00:00",11.7637683,79.7499835,OZONE,1,2,2
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","31-03-2025 00:00:00",13.4127,80.1081,PM2.5,34,353,94
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","31-03-2025 00:00:00",11.4068288,76.7138973,CO,24,28,26
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","31-03-2025 00:00:00",10.681158,78.741746,PM10,NA,NA,NA
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","31-03-2025 00:00:00",10.798548,79.838212,CO,11,18,13
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","31-03-2025 00:00:00",10.798548,79.838212,OZONE,10,39,29
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","31-03-2025 00:00:00",17.460103,78.334361,PM10,76,109,90
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,NH3,2,2,2
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","31-03-2025 00:00:00",12.864618,79.659968,CO,20,22,22
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","31-03-2025 00:00:00",28.406963,77.849831,NH3,7,18,9
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","31-03-2025 00:00:00",28.406963,77.849831,CO,26,60,42
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","31-03-2025 00:00:00",28.406963,77.849831,OZONE,7,119,40
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","31-03-2025 00:00:00",27.168897,78.376960,SO2,22,31,26
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","31-03-2025 00:00:00",27.168897,78.376960,CO,20,28,23
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","31-03-2025 00:00:00",27.1594,78.3953,PM2.5,41,113,63
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","31-03-2025 00:00:00",27.23711,78.01936,NO2,11,11,11
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","31-03-2025 00:00:00",27.106972,78.000111,CO,21,40,29
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","31-03-2025 00:00:00",27.19865833,78.00598056,NO2,14,71,35
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","31-03-2025 00:00:00",27.19412,77.96237,SO2,13,18,15
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","31-03-2025 00:00:00",27.169338,78.03582,PM2.5,44,116,67
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","31-03-2025 00:00:00",17.585705,78.126199,NO2,13,14,13
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.393559,78.339194,PM2.5,46,62,51
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.393559,78.339194,PM10,67,87,75
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.393559,78.339194,OZONE,13,13,13
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","31-03-2025 00:00:00",17.544899,78.486949,PM2.5,47,55,50
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","31-03-2025 00:00:00",17.544899,78.486949,NH3,2,4,3
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","31-03-2025 00:00:00",28.964949,77.278761,NO2,12,47,26
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","31-03-2025 00:00:00",28.964949,77.278761,SO2,18,50,32
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","31-03-2025 00:00:00",28.964949,77.278761,OZONE,3,61,28
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","31-03-2025 00:00:00",28.406963,77.849831,PM2.5,31,88,51
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.685382,77.453839,PM2.5,10,147,53
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.685382,77.453839,PM10,9,166,91
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.685382,77.453839,NO2,14,62,26
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.6603346,77.3572563,CO,32,93,64
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","31-03-2025 00:00:00",17.349694,78.451437,SO2,1,10,5
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","31-03-2025 00:00:00",23.8175497,91.2726974,PM2.5,7,23,16
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","31-03-2025 00:00:00",23.8175497,91.2726974,PM10,28,59,41
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","31-03-2025 00:00:00",17.470431,78.566959,SO2,NA,NA,NA
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","31-03-2025 00:00:00",17.518400,78.278777,PM10,108,152,124
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.37206,78.50864,PM10,60,94,72
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","31-03-2025 00:00:00",27.23711,78.01936,PM2.5,16,58,34
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,SO2,29,31,30
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.4703136,80.3229863,CO,16,35,23
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","31-03-2025 00:00:00",28.2348927,77.8683002,PM10,94,157,116
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","31-03-2025 00:00:00",28.2348927,77.8683002,CO,15,42,34
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","31-03-2025 00:00:00",26.766433,80.927299,NH3,2,3,3
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","31-03-2025 00:00:00",26.766433,80.927299,SO2,28,34,30
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","31-03-2025 00:00:00",28.83526,78.74460,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","31-03-2025 00:00:00",28.83526,78.74460,OZONE,16,49,34
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","31-03-2025 00:00:00",28.840739,78.697531,PM2.5,14,73,32
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","31-03-2025 00:00:00",28.840739,78.697531,NH3,5,8,6
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","31-03-2025 00:00:00",28.840739,78.697531,SO2,12,75,28
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","31-03-2025 00:00:00",28.88528,78.73880,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","31-03-2025 00:00:00",28.88528,78.73880,OZONE,11,68,24
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","31-03-2025 00:00:00",26.730136,83.433859,PM10,71,154,120
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","31-03-2025 00:00:00",26.730136,83.433859,OZONE,7,23,13
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","31-03-2025 00:00:00",28.47272,77.482000,NH3,6,7,6
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","31-03-2025 00:00:00",28.47272,77.482000,OZONE,8,87,44
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","31-03-2025 00:00:00",28.557054,77.453663,OZONE,23,134,68
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","31-03-2025 00:00:00",28.725645,77.749675,NO2,31,72,46
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","31-03-2025 00:00:00",28.725645,77.749675,SO2,25,128,56
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","31-03-2025 00:00:00",28.725645,77.749675,CO,32,54,39
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","31-03-2025 00:00:00",28.725645,77.749675,OZONE,36,87,58
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","31-03-2025 00:00:00",25.4547,78.6039,PM2.5,20,157,59
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","31-03-2025 00:00:00",25.4547,78.6039,OZONE,1,25,8
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.999264,77.7590354,PM2.5,64,118,82
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.999264,77.7590354,CO,12,29,22
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.999264,77.7590354,OZONE,48,147,91
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.9535882,77.7622941,SO2,1,12,4
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","31-03-2025 00:00:00",26.8458805,80.9365541,PM2.5,41,118,86
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","31-03-2025 00:00:00",26.8458805,80.9365541,SO2,3,21,15
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","31-03-2025 00:00:00",26.83399722,80.8917361,NO2,31,48,37
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","31-03-2025 00:00:00",26.868120,81.005119,PM10,59,108,75
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","31-03-2025 00:00:00",26.906111,80.948222,PM2.5,63,295,131
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","31-03-2025 00:00:00",26.906111,80.948222,NO2,36,55,45
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","31-03-2025 00:00:00",28.856664,78.772638,OZONE,17,27,23
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","31-03-2025 00:00:00",29.063510,77.709723,NO2,2,22,11
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","31-03-2025 00:00:00",30.075911,78.2859547,SO2,3,5,4
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","31-03-2025 00:00:00",23.685297,86.945968,PM2.5,99,266,186
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","31-03-2025 00:00:00",23.6979360,86.9443950,PM2.5,44,303,147
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","31-03-2025 00:00:00",23.6979360,86.9443950,PM10,77,251,148
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","31-03-2025 00:00:00",23.6181830,87.1057180,SO2,16,62,29
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","31-03-2025 00:00:00",23.616515,87.119133,NO2,13,69,35
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","31-03-2025 00:00:00",27.5714090,77.6557570,NH3,1,2,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","31-03-2025 00:00:00",30.269444,78.044167,OZONE,37,178,103
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","31-03-2025 00:00:00",29.2124114,78.9611753,PM10,62,301,109
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","31-03-2025 00:00:00",29.2124114,78.9611753,SO2,7,10,8
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","31-03-2025 00:00:00",29.2124114,78.9611753,OZONE,20,88,55
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","31-03-2025 00:00:00",25.494,81.863,NO2,12,12,12
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","31-03-2025 00:00:00",25.494,81.863,NH3,5,6,6
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","31-03-2025 00:00:00",25.494,81.863,OZONE,12,75,46
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","31-03-2025 00:00:00","25.44919916 ","81.82735986 ",PM10,73,139,103
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","31-03-2025 00:00:00",25.3505986,82.9083074,NO2,16,39,22
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","31-03-2025 00:00:00",25.3505986,82.9083074,OZONE,24,32,27
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","31-03-2025 00:00:00",25.301778,82.996789,NO2,7,8,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","31-03-2025 00:00:00",25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","31-03-2025 00:00:00",25.301778,82.996789,SO2,31,68,49
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","31-03-2025 00:00:00",25.262326,82.995408,NH3,5,10,7
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","31-03-2025 00:00:00",25.32393,82.99687,NH3,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","31-03-2025 00:00:00",25.32393,82.99687,CO,6,42,24
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","31-03-2025 00:00:00",27.5714090,77.6557570,PM2.5,8,39,15
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","31-03-2025 00:00:00",27.5714090,77.6557570,PM10,16,169,86
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","31-03-2025 00:00:00",28.6245479,77.3577104,OZONE,23,52,36
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","31-03-2025 00:00:00",28.569230,77.393848,OZONE,41,174,99
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","31-03-2025 00:00:00",28.5447608,77.3231257,PM2.5,9,48,23
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","31-03-2025 00:00:00",28.5447608,77.3231257,NH3,11,13,12
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","31-03-2025 00:00:00",25.425602,81.917152,PM2.5,23,68,42
